 10000	   2180657	   1325295	   -39.225%
 20000	   4289461	   2258931	  -47.3376%
 30000	   6734752	   3436064	  -48.9801%
 40000	   9565434	   5202884	  -45.6074%
 50000	  14211686	   6326072	  -55.4868%
 60000	  15215065	   7707940	  -49.3401%
 70000	  17923137	   8697936	  -51.4709%
 80000	  22057825	  10518594	  -52.3135%
 90000	  25166485	  12040190	  -52.1578%
100000	  27802288	  13541070	  -51.2951%
110000	  30193622	  15114023	   -49.943%
120000	  32781782	  16424177	  -49.8985%
130000	  36888688	  18275424	  -50.4579%
140000	  39222221	  19889135	  -49.2912%
150000	  44957677	  21708825	  -51.7128%
160000	  50496886	  25152241	  -50.1905%
170000	  55066985	  26111935	  -52.5815%
180000	  56782672	  27468606	   -51.625%
190000	  57022569	  29021190	  -49.1058%
200000	  62444589	  30950967	  -50.4345%
210000	  63886896	  31414970	  -50.8272%
220000	  69021026	  33027510	  -52.1486%
230000	  75187989	  37267396	  -50.4344%
240000	  76616899	  37508049	  -51.0447%
250000	  76987950	  40371580	  -47.5612%
260000	  87203365	  41338976	  -52.5947%
270000	  84744094	  42125829	  -50.2905%
280000	  90681083	  43603278	  -51.9158%
290000	  91877769	  45718461	  -50.2399%
300000	  96122136	  45921747	  -52.2256%
310000	 102011783	  48721645	  -52.2392%
320000	 110659579	  53205827	  -51.9194%
330000	 106276951	  53159840	  -49.9799%
340000	 114747038	  56655864	  -50.6254%
350000	 112744008	  54960726	  -51.2518%
360000	 121965669	  59516959	  -51.2019%
370000	 119698541	  58756459	   -50.913%
380000	 126601742	  61309052	  -51.5733%
390000	 131076968	  62826446	   -52.069%
400000	 135251694	  65539128	  -51.5428%
410000	 144774162	  69131017	  -52.2491%
420000	 139457491	  66232238	  -52.5072%
430000	 142773133	  70988981	  -50.2785%
440000	 144292224	  71440957	  -50.4887%
450000	 150216128	  72954529	  -51.4336%
460000	 162103673	  78364863	  -51.6576%
470000	 158976656	  78689460	  -50.5025%
480000	 171225188	  81803304	  -52.2247%
490000	 168436668	  82710570	  -50.8952%
500000	 171978700	  81326098	  -52.7115%
510000	 171720503	  85250894	  -50.3549%
520000	 189621986	  89307242	  -52.9025%
530000	 181877028	  92288317	  -49.2578%
540000	 185323919	  91238636	   -50.768%
550000	 189976576	  91273499	  -51.9554%
560000	 199377031	  96980551	  -51.3582%
570000	 196324356	  95104322	  -51.5576%
580000	 199798176	  98805632	  -50.5473%
590000	 260355736	 125403365	  -51.8338%
600000	 208623740	 101578555	  -51.3102%
610000	 208030076	 106691058	  -48.7136%
620000	 217215987	 108848920	  -49.8891%
630000	 215421183	 108814401	  -49.4876%
640000	 257994577	 118727613	  -53.9806%
650000	 228965217	 114373958	  -50.0475%
660000	 250611781	 116794887	  -53.3961%
670000	 234722886	 117524294	  -49.9306%
680000	 256550356	 124151974	  -51.6072%
690000	 253711262	 123156949	  -51.4578%
700000	 253229005	 125189599	  -50.5627%
710000	 255631515	 125497951	  -50.9067%
720000	 276266600	 128156271	  -53.6114%
730000	 254466496	 141627529	  -44.3433%
740000	 269053256	 131181597	  -51.2433%
750000	 267028117	 136741072	  -48.7915%
760000	 278155127	 136678466	  -50.8625%
770000	 281769758	 137076226	  -51.3517%
780000	 284754185	 138786914	  -51.2608%
790000	 305475829	 152090750	  -50.2119%
800000	 307620404	 147308965	  -52.1134%
810000	 298084433	 146301398	  -50.9195%
820000	 325543312	 153704036	  -52.7854%
830000	 299379964	 146604426	  -51.0306%
840000	 312400299	 149852726	  -52.0318%
850000	 323330791	 153092010	  -52.6516%
860000	 317512150	 154348668	  -51.3881%
870000	 312326017	 157558058	  -49.5533%
880000	 333142813	 162364765	  -51.2627%
890000	 325913444	 157284258	  -51.7405%
900000	 334668743	 164795782	  -50.7585%
910000	 340177506	 162997668	  -52.0845%
920000	 359306061	 173184010	  -51.8004%
930000	 340367583	 169239176	  -50.2775%
940000	 348013957	 171303095	  -50.7769%
950000	 370340542	 176922916	   -52.227%
960000	 378520620	 179869672	  -52.4809%
970000	 353719913	 174597097	  -50.6397%
980000	 395969138	 183706137	  -53.6059%
990000	 377896508	 180500589	  -52.2354%
1000000	 377986497	 182711038	   -51.662%
