 10000	   2337335	   1927431	  -17.5372%
 20000	   5342498	   1594851	  -70.1478%
 30000	   7802690	   1911293	  -75.5047%
 40000	  11292869	   2509089	  -77.7817%
 50000	  15334479	   3288092	  -78.5575%
 60000	  17229114	   3719441	  -78.4119%
 70000	  21352268	   4379784	   -79.488%
 80000	  26327471	   5233562	  -80.1213%
 90000	  28864120	   5813422	  -79.8593%
100000	  34131367	   6538329	  -80.8436%
110000	  36293815	   7349422	  -79.7502%
120000	  41836995	  11319981	  -72.9427%
130000	  45635417	  10117359	    -77.83%
140000	  49924507	   9319435	  -81.3329%
150000	  52166661	   9998791	   -80.833%
160000	  60055760	  11441609	  -80.9484%
170000	  65361930	  12375129	  -81.0668%
180000	  67945828	  12643724	  -81.3915%
190000	  69130631	  14862008	  -78.5016%
200000	  75663952	  14010581	  -81.4831%
210000	  78113151	  15455826	  -80.2135%
220000	  82497100	  15497386	  -81.2146%
230000	  90775527	  17474493	  -80.7498%
240000	 121365688	  16705512	  -86.2354%
250000	  96233333	  17017563	  -82.3164%
260000	 105720674	  25279480	  -76.0884%
270000	 105474465	  22610811	  -78.5628%
280000	 117018313	  33386294	  -71.4692%
290000	 133986402	  31812460	  -76.2569%
300000	 130302460	  40376153	  -69.0135%
310000	 136214699	  33125293	  -75.6816%
320000	 146163273	  36723374	  -74.8751%
330000	 137972722	  34767187	  -74.8014%
340000	 150669333	  28990109	  -80.7591%
350000	 152675082	  40858084	  -73.2385%
360000	 152307809	  25647081	   -83.161%
370000	 150044866	  26617204	  -82.2605%
380000	 153303280	  35121163	  -77.0904%
390000	 157072931	  44173236	  -71.8772%
400000	 186264121	  41491728	  -77.7243%
410000	 184350843	  39566108	  -78.5376%
420000	 181079658	  32739939	  -81.9196%
430000	 180542996	  31073190	   -82.789%
440000	 186955897	  54365971	  -70.9204%
450000	 187027446	  32248473	  -82.7574%
460000	 200040869	  36636734	  -81.6854%
470000	 194347229	  49903437	  -74.3225%
480000	 224320214	  48341922	  -78.4496%
490000	 230576682	  40265096	  -82.5372%
500000	 207061229	  40254750	   -80.559%
510000	 219967827	  37747248	  -82.8397%
520000	 224063593	  53399796	  -76.1676%
530000	 235088308	  60079743	  -74.4438%
540000	 240960681	  51890163	  -78.4653%
550000	 228634083	  40778678	  -82.1642%
560000	 250870916	  41554100	  -83.4361%
570000	 245683946	  43426843	  -82.3241%
580000	 259492488	  42023141	  -83.8056%
590000	 343600931	  72234639	  -78.9772%
600000	 272108694	  48667100	  -82.1148%
610000	 262850774	  43899819	  -83.2986%
620000	 289074345	  49210564	  -82.9765%
630000	 279718331	  49846582	  -82.1797%
640000	 334289587	  64215813	  -80.7904%
650000	 299263697	  48682152	  -83.7327%
660000	 303240598	  50229928	  -83.4356%
670000	 299189067	  58645618	  -80.3985%
680000	 324231683	  79943419	  -75.3437%
690000	 316593711	  52794321	  -83.3243%
700000	 305926414	  55968387	  -81.7053%
710000	 318613398	  53069909	  -83.3435%
720000	 337569747	  53885856	  -84.0371%
730000	 318752940	  54408716	  -82.9308%
740000	 332311409	  55204779	  -83.3876%
750000	 341333767	  56928721	  -83.3217%
760000	 343218570	  58740222	  -82.8855%
770000	 348847753	  60152442	  -82.7568%
780000	 352044617	  59386997	  -83.1308%
790000	 386803630	  66513011	  -82.8045%
800000	 387536780	  65630486	  -83.0647%
810000	 372049232	  65846957	  -82.3015%
820000	 398238138	  66696108	  -83.2522%
830000	 371088407	  66455042	  -82.0919%
840000	 388795530	  66871036	  -82.8005%
850000	 390317026	  69096339	  -82.2974%
860000	 396640500	  67769111	  -82.9142%
870000	 398158397	  70849701	  -82.2056%
880000	 422861011	  69947900	  -83.4584%
890000	 394597101	  71396940	  -81.9064%
900000	 421922455	  70251465	  -83.3497%
910000	 407000585	  74241997	  -81.7587%
920000	 447352712	  78977087	  -82.3457%
930000	 447238477	  88948837	  -80.1115%
940000	 442286285	  76503783	  -82.7027%
950000	 455043721	  76528522	  -83.1822%
960000	 480437473	  80164046	  -83.3144%
970000	 443480862	  79442903	  -82.0865%
980000	 471023851	  82064648	  -82.5774%
990000	 457081087	  82222966	  -82.0113%
1000000	 487659081	  85040418	  -82.5615%
